Destination URL,Destination Title,Destination Score,Total Reviews (Destination),Destination Image,Reviewer Name,Reviewer Location,Review Title,Review Score,Reviewer Category,Review Text,Written Date,  %,% %
https://www.tripadvisor.com/Attraction_Review-g304135-d11854813-Reviews-Nagadeepa_Rajamaha_Viharaya-Jaffna_Northern_Province.html,Nagadeepa Rajamaha Viharaya,4.5,35,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d9/4c/aa/hindu-temple.jpg?w=200&h=-1&s=1,Henry Tissera,376 contributions,"Peaceful and Spiritually Significant Visit to Nagadeepa Temple, Jaffna.",5,Missing,"Nagadeepa Temple in Jaffna is a peaceful and culturally significant destination, especially for travelers interested in Buddhism, history, and local heritage. The calm surroundings and well-maintained premises offer a refreshing escape from the busy city atmosphere. The religious importance of Nagadeepa Temple is deeply rooted in Buddhist history, as it is believed that Lord Buddha visited this sacred site to settle a dispute between two Naga tribes over a gem-studded throne (gem chair). This historical event adds great spiritual value and meaning to the visit. At present, the road from the vehicle parking area to the ferry point is still under expansion, with construction work actively ongoing. While there may be minor inconvenience, access is manageable, and the improvements will greatly enhance visitor convenience in the future. Ferry services operate according to a scheduled timetable, so visitors are advised to plan their trip accordingly. For those seeking flexibility, private boat services are available at approximately Rs. 5,000 per one-way trip. The ferry journey itself adds a scenic and memorable element to the experience. Overall, Nagadeepa Temple is a must-visit when traveling to Jaffna, ideal for travelers seeking spiritual insight, cultural richness, and a peaceful atmosphere. We truly enjoyed our visit and highly recommend it.","January 2, 2026",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g304135-d11854813-Reviews-Nagadeepa_Rajamaha_Viharaya-Jaffna_Northern_Province.html,Nagadeepa Rajamaha Viharaya,4.5,35,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d9/4c/aa/hindu-temple.jpg?w=200&h=-1&s=1,Sanjaya Kulasuriya,"Malabe, Sri Lanka",Nagadeepa Raja Maha Viharaya,5,Missing,"From Jaffna town, you have to travel to Kurikadduwan jetty to get into a boat. from Jaffna to jetty will take approximately 1 hour. From morning 8.30 onwards every 30 minute, boat will leave to  Naga Deepa.  this is spiritual place for Buddhists. bort will take 100 rupees as the fee. Atmosphere is very beautiful, and sail is very smooth. To catch the return boat, you have to walk around 1 km to the  north jetty or take a tuk for 200 rupees.","December 23, 2025",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g304135-d11854813-Reviews-Nagadeepa_Rajamaha_Viharaya-Jaffna_Northern_Province.html,Nagadeepa Rajamaha Viharaya,4.5,35,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d9/4c/aa/hindu-temple.jpg?w=200&h=-1&s=1,Nugadhenitours,"Düsseldorf, Germany","Charming location, beautiful",5,Solo,"The way is the goal. Charmingly located on the small island of Nagadeepa, which can only be reached by boat or ferry (don't take these ferries! Charter a boat for small money!!). For Buddhists, this is a very significant facility because Buddha was here on one of his three trips to SL, the story goes. A silver stupa, also something special. The visit to the nearby Hindu temple can be completed immediately with","October 26, 2025",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g304135-d11854813-Reviews-Nagadeepa_Rajamaha_Viharaya-Jaffna_Northern_Province.html,Nagadeepa Rajamaha Viharaya,4.5,35,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d9/4c/aa/hindu-temple.jpg?w=200&h=-1&s=1,Sudesh,"Matara, Sri Lanka",Visit Buddha Walawwa,5,Friends,"If you visit this temple, visit Buddha Walawwa also. This temple is located about 1km away from man temple inside the island. Some believe this is the original Nagadeepa, where the Buddha visited Sri Lanka for the second time. However, it doesn’t attract many visitors. One special feature here is an old statue of the Buddha in the Bhumisparsha Mudra (Earth-touching gesture). This is rare in Sri Lanka, as it’s more common in Mahayana Buddhism than in Theravada Buddhism.","July 25, 2025",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g304135-d11854813-Reviews-Nagadeepa_Rajamaha_Viharaya-Jaffna_Northern_Province.html,Nagadeepa Rajamaha Viharaya,4.5,35,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d9/4c/aa/hindu-temple.jpg?w=200&h=-1&s=1,Asitha G,"Colombo, Sri Lanka",Visit to Nagadeepa Viharaya and the Island,4,Missing,"Our recent visit to Nagadeepa Rajamaha Viharaya was a truly enriching experience. This holy Buddhist temple, located on the serene island of Nagadeepa, is steeped in history and spiritual significance. According to legend, the temple marks the site where the Buddha himself visited Sri Lanka during his second journey to settle a dispute between two Naga kings. This makes Nagadeepa one of the most revered pilgrimage sites for Buddhists in the country. We began our journey from Jaffna, driving to the Kurikadduwan jetty. From there, we took a ferry to reach the island. The ferry service is frequent and well-organized, with ferries departing regularly throughout the day. The ride itself was smooth and offered beautiful views of the surrounding waters, making the journey to the temple a pleasant experience. Travel Tip: For a peaceful and crowd-free experience, we recommend arriving at the Kurikadduwan jetty by 7:30 AM to catch the first ferry. This allows you to reach the temple early in the day, avoiding the crowds that arrive later. By doing so, you can worship and explore the area at a leisurely pace and return before the heat and humidity become too intense. The temple grounds are beautifully maintained, with a tranquil atmosphere that invites reflection and meditation. We spent time exploring the temple and its surroundings, taking in the sacred ambiance and learning about the rich history of the site. The local devotees and temple staff were welcoming and offered insights into the temple's significance. Overall, our visit to Nagadeepa Rajamaha Viharaya was a peaceful and spiritually uplifting experience. We highly recommend it to anyone visiting the Jaffna region, as it offers a unique glimpse into Sri Lanka's deep Buddhist heritage.","August 20, 2024",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g304135-d11854813-Reviews-Nagadeepa_Rajamaha_Viharaya-Jaffna_Northern_Province.html,Nagadeepa Rajamaha Viharaya,4.5,35,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d9/4c/aa/hindu-temple.jpg?w=200&h=-1&s=1,Ani C,474 contributions,Nagadeepa Buddhist Temple complex,5,Solo,"Holy site for Ari Lankan Buddhists and Buddhists generally. Site was ver busy when I arrived at ferry around 8.00am.  School holidays had just commenced, so I think contributed a little.  Complex is well maintained. Main shrine has walls depicted with Buddha's enlightenment journey. Very beautiful. There is the main stupa. Areas to make light offerings and bodhi tree. Pre-recorded prayers are on speaker in this area and many pilgrims either listening or participating.  There is a museum dedicated to a past venerable monk. His bed, wheelchair and personal items on display along with a lot of other odd things. A second shrine has another Buddha statue this time in reclining position.  The journey to get to this place makes it even more worthwhile for the visit.","August 20, 2024",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g304135-d11854813-Reviews-Nagadeepa_Rajamaha_Viharaya-Jaffna_Northern_Province.html,Nagadeepa Rajamaha Viharaya,4.5,35,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d9/4c/aa/hindu-temple.jpg?w=200&h=-1&s=1,Pratheepan P,2 contributions,great historic place,5,Missing,A great historic place to visit when you travel Jaffna. Only concern was the boat service to Nagadeepa. A bigger better boat is in service when the demand is high especially during festival season.,"January 25, 2024",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g304135-d11854813-Reviews-Nagadeepa_Rajamaha_Viharaya-Jaffna_Northern_Province.html,Nagadeepa Rajamaha Viharaya,4.5,35,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d9/4c/aa/hindu-temple.jpg?w=200&h=-1&s=1,JFK777,"Colombo, Sri Lanka",One visit enough .,2,Couples,A good excursion and a not too enjoyable boat ride. Not impressed by what I saw.In fact nothing much see after such a long trip. Too many additons making the small place crowded. Too commercialised. Over-rated. One trip is sufficient . Nothing to gain from a second trip Will not go again.,"August 7, 2023",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g304135-d11854813-Reviews-Nagadeepa_Rajamaha_Viharaya-Jaffna_Northern_Province.html,Nagadeepa Rajamaha Viharaya,4.5,35,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d9/4c/aa/hindu-temple.jpg?w=200&h=-1&s=1,Chris U,12 contributions,Worth the visit,5,Missing,"It is a fair way out of Jaffna but it is worth going to given its history. You won't find any westerners out here as it is not a comfortable a/c trip. If you take the public ferry to the island please try to avoid going underneath in the hull as there is no way you are getting out alive if the ferry starts to take on water. I think they just stopped counting when they reached the capacity limit. I reckon we had about 10 times the recommended passengers on board. Once there, the Buddhist and Hindu temple are quite impressive and well maintained. You will need at least half a day to get there and back to Jaffna.","March 30, 2022",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g304135-d11854813-Reviews-Nagadeepa_Rajamaha_Viharaya-Jaffna_Northern_Province.html,Nagadeepa Rajamaha Viharaya,4.5,35,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d9/4c/aa/hindu-temple.jpg?w=200&h=-1&s=1,Prashan L,"Colombo, Sri Lanka",Scared place but terrible boat ride,5,Friends,"One of the few places Lord Buddha visited in Sri Lanka, it has a very rich history a must visit also there is a huge kovil 100m away from the temple. Try to avoid during weekends because the boat ride to nagadeepaya is about 20minutes and the boats are not organized at all. During weekends and local school holidays hundreds of people visit the temple so boats are overcrowded and overpacked. Also you can take the boat ride to delft island from the same place but that boat go there only few times a day where as boat to nagadeepaya goes every 30mins. Delft and nagadeepa temple are a must visit in Jaffna","December 22, 2019",0.0,0.0
