Destination URL,Destination Title,Destination Score,Total Reviews (Destination),Destination Image,Reviewer Name,Reviewer Location,Review Title,Review Score,Reviewer Category,Review Text,Written Date,  %,% %
https://www.tripadvisor.com/Attraction_Review-g297896-d13951547-Reviews-Galle_International_Cricket_Stadium-Galle_Galle_District_Southern_Province.html,Galle International Cricket Stadium,4.3,67,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/48/46/53/ayers-rock.jpg?w=200&h=200&s=1,nurse1980,"Lancashire, United Kingdom",Six!!!!,5,Couples,A stop for lunch after a tour of Galle. Lovely stadium and lunch was delicious. Plenty of choice and eaten in a great setting overlooking the ground. A quick stop to the merchandise shop to get our  Grandsons a gift completed our day.,"September 26, 2025",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g297896-d13951547-Reviews-Galle_International_Cricket_Stadium-Galle_Galle_District_Southern_Province.html,Galle International Cricket Stadium,4.3,67,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/48/46/53/ayers-rock.jpg?w=200&h=200&s=1,Pitty17,"Kallangur, Australia",A Unique International Cricket Ground,5,Solo,"As part of my visit to Sri Lanka, it was a must to see the Galle Cricket ground. This was saved from ruin post the Tsunami by Shane Warne who organized a cricket game raising over $1m. Warnie is a legend here. There is a media box located at one end of the ground as well as the Players rooms. At square leg, you will find the Pavillion. Word has it that this is the place to be when watching a game. A beautiful stadium located next to the Fort, watch a game from there, with a quaint old-fashioned scoreboard. I can't wait to watch the next game there, Bangladesh soon, and see it on tv. A must see for any sporting enthusiast.","June 17, 2025",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g297896-d13951547-Reviews-Galle_International_Cricket_Stadium-Galle_Galle_District_Southern_Province.html,Galle International Cricket Stadium,4.3,67,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/48/46/53/ayers-rock.jpg?w=200&h=200&s=1,Darren D,7 contributions,Awesome experience.  Go.,5,Solo,"Go the the members.  Be polite and you'll get in and have a great time in one of the most novel and romantic cricket venues in the world, surely? Little known that after the tsunami Shane Warne and other international cricketers all put their hands in their pockets to help restore this ground.","October 12, 2024",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g297896-d13951547-Reviews-Galle_International_Cricket_Stadium-Galle_Galle_District_Southern_Province.html,Galle International Cricket Stadium,4.3,67,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/48/46/53/ayers-rock.jpg?w=200&h=200&s=1,jeff1955malaysia,"Kuala Lumpur, Malaysia",The stadium,3,Friends,This is the main stadium for cricket in galle. Cricket is an all time favourite sports for the sri langkans. The ground is packed during games.,"January 7, 2024",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g297896-d13951547-Reviews-Galle_International_Cricket_Stadium-Galle_Galle_District_Southern_Province.html,Galle International Cricket Stadium,4.3,67,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/48/46/53/ayers-rock.jpg?w=200&h=200&s=1,Joan T,"Cramlington, United Kingdom",Great all round venue,5,Friends,"We stay in Sri Lanka 6 months every year and the cricket club has become a firm favourite,  the last 2 weeks we have watched cricket and it was extremely enjoyable , great atmosphere and exceptional food , service and value for money. The food it's definitely worth trying , great taste and fairly priced , but be carful as portions are huge , call in if your passing during the day you will be made most welcome and definitely won't be disappointed","February 9, 2023",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g297896-d13951547-Reviews-Galle_International_Cricket_Stadium-Galle_Galle_District_Southern_Province.html,Galle International Cricket Stadium,4.3,67,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/48/46/53/ayers-rock.jpg?w=200&h=200&s=1,Mick A,"Melbourne, Australia","Galle ground, a winner",4,Missing,3rd day of the 2nd test against Australia which the Sri Lankans won. The ground is very undeveloped as a stadium and I hope it continues that way for many years and when they do develop it they leave at least a 3rd open. Spent the day in the Cricket club and it was very good with cold drinks and good food and a great view from side on.,"July 29, 2022",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g297896-d13951547-Reviews-Galle_International_Cricket_Stadium-Galle_Galle_District_Southern_Province.html,Galle International Cricket Stadium,4.3,67,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/48/46/53/ayers-rock.jpg?w=200&h=200&s=1,Kenneth M,"Maidstone, United Kingdom",A great cricket ground,4,Couples,"Spent a half day watching a provincial cricket match, Galle v Colombo. For only 200 rupees (£0.65) become a member, with access to the bar & restaurant and a great view of the cricket. A must for all cricket fans to be at one the famous ground in the world.","March 27, 2022",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g297896-d13951547-Reviews-Galle_International_Cricket_Stadium-Galle_Galle_District_Southern_Province.html,Galle International Cricket Stadium,4.3,67,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/48/46/53/ayers-rock.jpg?w=200&h=200&s=1,Andy H,2 contributions,Beautiful cricket stadium,5,Couples,"Obviously one of the most beautiful sports grounds anywhere in the world, appropriately situated at the end of Wackwella Rd","February 20, 2022",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g297896-d13951547-Reviews-Galle_International_Cricket_Stadium-Galle_Galle_District_Southern_Province.html,Galle International Cricket Stadium,4.3,67,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/48/46/53/ayers-rock.jpg?w=200&h=200&s=1,Wolszczak,"Warsaw, Poland",Field like many other,3,Missing,A cricket field like many other. Only extra is that it is near the historical walls. Not worth the visit itseld but almost all see it when going to Galle fort.,"January 16, 2022",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g297896-d13951547-Reviews-Galle_International_Cricket_Stadium-Galle_Galle_District_Southern_Province.html,Galle International Cricket Stadium,4.3,67,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/48/46/53/ayers-rock.jpg?w=200&h=200&s=1,Chanaka W,"Kalutara, Sri Lanka",The best ground in the Island for test cricket,4,Missing,"Cricket is very famous in Sri Lanka and there are many cricket grounds all around the country. But if you love classic cricket, that is, of course, the ""TEST MATCHES"" this is the best ground in the country without a doubt. Surrounded by the historical and colossal Galle fort and crowded Galle city, this ground gives you the best of cricket. Many dining places, hotels and B&Bs are located nearby. Bus and train stations are 100 m away. Gound was damaged by the Tsunami in 2004 and rebuilt. There are open grass banks, shaded seating areas as well as ACed boxes for the crowd to enjoy the play.  Well, toilets aren't the best but manageable I guess.","May 12, 2020",0.0,0.0
