Destination URL,Destination Title,Destination Score,Total Reviews (Destination),Destination Image,Reviewer Name,Reviewer Location,Review Title,Review Score,Reviewer Category,Review Text,Written Date,% %,  %
https://www.tripadvisor.com/Attraction_Review-g304135-d551304-Reviews-Nallur_Kovil-Jaffna_Northern_Province.html,Nallur Kovil,4.4,500,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/43/a0/61/nallur-kovil-jaffnamost.jpg?w=700&h=400&s=1,Shankari R,20 contributions,Real Authentic back to basics #Temple experience.,5,Missing,"Not your average temple & the main temple in Jaffna to visit. Simple colour and tones and minimal god statues. They still only charge 1 rupee to do a service. No photography, no going on your phone - You have to love the authentic / no change mentality in such a changing tech heavy world. You must cover your legs and arms if female. Must cover your legs & wear no top if male. Great experience! When a pooja is on you are literally running around the whole temple following the priest as they do a service with each god.","December 19, 2025",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g304135-d551304-Reviews-Nallur_Kovil-Jaffna_Northern_Province.html,Nallur Kovil,4.4,500,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/43/a0/61/nallur-kovil-jaffnamost.jpg?w=700&h=400&s=1,Nugadhenitours,"Düsseldorf, Germany",There are more beautiful Hindu temples,3,Solo,"Personally, I didn't like the Nallur Kovil so much, it's kept rather simple inside. From the location on the road also rather not as a highlight as the Koneshwaram Kovil in Trinco, which is perched high on a rock. I found the experience rather disappointing","October 28, 2025",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g304135-d551304-Reviews-Nallur_Kovil-Jaffna_Northern_Province.html,Nallur Kovil,4.4,500,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/43/a0/61/nallur-kovil-jaffnamost.jpg?w=700&h=400&s=1,Deepak,"Suva, Fiji",Lovely Place!,5,Couples,This temple is dedicated to Lord Kartik and is very huge! It has two main entrances and inside there is also a pond. Males have to be bare chested inside the temple. Very peaceful,"July 13, 2025",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g304135-d551304-Reviews-Nallur_Kovil-Jaffna_Northern_Province.html,Nallur Kovil,4.4,500,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/43/a0/61/nallur-kovil-jaffnamost.jpg?w=700&h=400&s=1,Anuj K,"Gurugram (Gurgaon), India",Must Visit in Jaffna,4,Missing,"Great temple, beautiful architecture, huge palace like, some part of it is still under construction. Men need to visit this place shirtless, there is ample space to keep your clothes before you enter the main place. Also no shorts allowed for men and women please ensure the bottom wear is long enough below your knees.","April 1, 2025",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g304135-d551304-Reviews-Nallur_Kovil-Jaffna_Northern_Province.html,Nallur Kovil,4.4,500,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/43/a0/61/nallur-kovil-jaffnamost.jpg?w=700&h=400&s=1,Marcel J,"Zoetermeer, The Netherlands",Temple,4,Couples,This is a beautiful temple complex in the center of Jaffna. Beautiful ķeurrich temple where he should definitely take the time to look at everything properly. A must see in this city,"January 4, 2025",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g304135-d551304-Reviews-Nallur_Kovil-Jaffna_Northern_Province.html,Nallur Kovil,4.4,500,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/43/a0/61/nallur-kovil-jaffnamost.jpg?w=700&h=400&s=1,galadiel67,"Chiavari, Italy",A very important temple,4,Missing,"It is a Hindu temple of great significance for Tamils and other Hindu temples around the world take its name. The first sanctuary dates back to just before the year 1000, was totally renovated in 1700 and further modified. The large structure is resplendent, almost completely gilded and is dedicated to Murugan. To enter you must cover your legs and leave your footwear outside the sacred area. Women must have their shoulders covered and men must enter bare-chested to have their hearts more exposed to the deity.","August 10, 2024",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g304135-d551304-Reviews-Nallur_Kovil-Jaffna_Northern_Province.html,Nallur Kovil,4.4,500,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/43/a0/61/nallur-kovil-jaffnamost.jpg?w=700&h=400&s=1,Lynn R,"London, United Kingdom","Wonderful Hindu temple ,very large with, incredible architecture",5,Friends,As non Hindu one must observe the rituals and rules when entering I.e. remove your shoes at the gate entrance. Wash your feet. Before entering the temple. There was a lot of prayer and enlightenments to the gods.  No photography allowed inside.a spectacular temple and a must visit,"March 6, 2024",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g304135-d551304-Reviews-Nallur_Kovil-Jaffna_Northern_Province.html,Nallur Kovil,4.4,500,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/43/a0/61/nallur-kovil-jaffnamost.jpg?w=700&h=400&s=1,Shawn S,"Colombo, Sri Lanka",Beautiful Temple,4,Missing,Liked the temple a lot as the architecture was lovely...inside and out. Only thing is that it's fairly small and you should be done in about half an hour. There's a long line for the offering as well but it's worth it.,"February 1, 2024",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g304135-d551304-Reviews-Nallur_Kovil-Jaffna_Northern_Province.html,Nallur Kovil,4.4,500,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/43/a0/61/nallur-kovil-jaffnamost.jpg?w=700&h=400&s=1,Seweryn Galysz,5 contributions,Bad place,1,Missing,"Terrible place. Proste refused us to enter temple. Kind of discrimination. First problem were shorts, than bag, than baby, finally watch. I am glad there are Buddhist temples near by","January 26, 2024",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g304135-d551304-Reviews-Nallur_Kovil-Jaffna_Northern_Province.html,Nallur Kovil,4.4,500,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/43/a0/61/nallur-kovil-jaffnamost.jpg?w=700&h=400&s=1,Holger D,"Herzogenaurach, Germany",A must see in Jaffna!,5,Couples,"One of the most beautiful Hindu temples we have seen on our travels so far. Please make sure you wear the right clothes! If it doesn't fit, there are sarongs across the street😊","November 13, 2023",0.0,0.0
https://www.tripadvisor.com/Attraction_Review-g304135-d551304-Reviews-Nallur_Kovil-Jaffna_Northern_Province.html,Nallur Kovil,4.4,500,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/43/a0/61/nallur-kovil-jaffnamost.jpg?w=700&h=400&s=1,King's Exploits,"Colombo, Sri Lanka",,4,Missing,"A must visit place, if you go to Jaffna. Novel experience and male have to enter with their upper body naked.","October 14, 2023",0.0,0.0
